0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2117647,0.1372549,0.1529412,0.1843137,0.1647059
0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.1647059,0.2431373,0.1686275,0.1607843,0.1960784,0.1843137
0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1843137,0.1254902,0.172549,0.1882353
0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.1882353,0.2078431,0.09803922,0.1254902,0.1607843
0.1607843,0.1607843,0.1607843,0.1607843,0.1607843,0.1607843,0.1607843,0.1607843,0.1607843,0.1607843,0.1607843,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2156863,0.2078431,0.09411765,0.1058824,0.1411765
0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.2039216,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1411765,0.1960784,0.1019608,0.07843138,0.08235294
0.08235294,0.08235294,0.08235294,0.08235294,0.08235294,0.08235294,0.08235294,0.08235294,0.08235294,0.08235294,0.08235294,0.08235294,0.2352941,0.09803922,0.09803922,0.09803922,0.09803922,0.09803922,0.09803922,0.6470588,0.6862745,0.6588235,0.6588235,0.6588235,0.6588235,0.2666667,0.1529412,0.1019608,0.08627451,0.09803922
0.09803922,0.09803922,0.09803922,0.09803922,0.09803922,0.09803922,0.6078432,0.772549,0.6862745,0.6352941,0.6117647,0.6117647,0.6117647,0.6117647,0.6117647,0.6117647,0.6117647,0.6117647,0.6117647,0.6117647,0.7411765,0.8470588,0.8352941,0.7529412,0.6431373,0.6431373,0.2313726,0.1568628,0.09803922,0.06666667
0.06666667,0.06666667,0.06666667,0.06666667,0.06666667,0.8078431,0.8509804,0.7803922,0.7607843,0.8,0.6901961,0.6901961,0.6901961,0.2509804,0.2509804,0.2509804,0.2509804,0.6313726,0.6313726,0.6313726,0.6313726,0.6745098,0.7843137,0.8156863,0.6862745,0.6862745,0.6862745,0.2352941,0.09803922,0.07843138
0.07843138,0.07843138,0.07843138,0.07843138,0.7960784,0.8156863,0.8196079,0.8470588,0.8352941,0.827451,0.6666667,0.2862745,0.2156863,0.1686275,0.3098039,0.3098039,0.3098039,0.3098039,0.3098039,0.6196079,0.6627451,0.6627451,0.8470588,0.7333333,0.7333333,0.7333333,0.7333333,0.7333333,0.1921569,0.05098039
0.05098039,0.05098039,0.05098039,0.7529412,0.8823529,0.854902,0.8588235,0.8627451,0.8784314,0.8196079,0.6745098,0.6745098,0.2196078,0.2862745,0.2862745,0.2862745,0.2862745,0.2862745,0.2862745,0.7882353,0.7882353,0.254902,0.254902,0.254902,0.254902,0.254902,0.254902,0.254902,0.2627451,0.04705882
0.04705882,0.04705882,0.6078432,0.8823529,0.827451,0.8470588,0.8980392,0.8627451,0.8823529,0.8,0.6156863,0.6156863,0.1254902,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.7764706,0.7294118,0.2901961,0.2901961,0.2901961,0.2901961,0.2901961,0.2901961,0.2901961,0.2901961,0.2470588,0.0627451
0.0627451,0.0627451,0.7960784,0.8078431,0.8627451,0.8196079,0.8823529,0.8901961,0.8745098,0.827451,0.827451,0.827451,0.1843137,0.3176471,0.3176471,0.5764706,0.5764706,0.3333333,0.3333333,0.3333333,0.2352941,0.2352941,0.7098039,0.6862745,0.6862745,0.6862745,0.3098039,0.2980392,0.227451,0.1176471
0.1176471,0.1176471,0.8392157,0.8078431,0.8588235,0.8588235,0.8509804,0.9019608,0.8862745,0.8823529,0.8823529,0.8823529,0.682353,0.8156863,0.8588235,0.7960784,0.3529412,0.227451,0.227451,0.3215686,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2431373,0.2862745,0.2784314,0.2313726,0.1215686
0.1215686,0.1215686,0.827451,0.8627451,0.8235294,0.8745098,0.8823529,0.8823529,0.9098039,0.8078431,0.8078431,0.8078431,0.8078431,0.7490196,0.8235294,0.7686275,0.2313726,0.2,0.2,0.3176471,0.1764706,0.1764706,0.1764706,0.1764706,0.1764706,0.1764706,0.3019608,0.3019608,0.2313726,0.05490196
0.05490196,0.05490196,0.8705882,0.7960784,0.8705882,0.8156863,0.9098039,0.8627451,0.8862745,0.7372549,0.7372549,0.2784314,0.2196078,0.2196078,0.5803922,0.6156863,0.6156863,0.2784314,0.2784314,0.2588235,0.1647059,0.1647059,0.1647059,0.6941177,0.6588235,0.6588235,0.6588235,0.6588235,0.2627451,0.03529412
0.03529412,0.03529412,0.854902,0.8235294,0.827451,0.8470588,0.8705882,0.854902,0.8901961,0.7333333,0.7333333,0.1568628,0.172549,0.172549,0.6039216,0.6039216,0.3411765,0.3411765,0.8078431,0.8078431,0.1764706,0.1764706,0.1764706,0.682353,0.6745098,0.6745098,0.3058824,0.3058824,0.1960784,0.08235294
0.08235294,0.08235294,0.7882353,0.8627451,0.8156863,0.8627451,0.8588235,0.8941177,0.8352941,0.8078431,0.3137255,0.2117647,0.1686275,0.2784314,0.2784314,0.6431373,0.6431373,0.6431373,0.7921569,0.5803922,0.2039216,0.2980392,0.2980392,0.6313726,0.6313726,0.3254902,0.2666667,0.2666667,0.2117647,0.07843138
0.07843138,0.07843138,0.6980392,0.8666667,0.7764706,0.8588235,0.854902,0.8352941,0.8509804,0.8235294,0.8235294,0.1529412,0.2078431,0.2078431,0.2078431,0.6627451,0.6627451,0.6627451,0.6470588,0.6627451,0.6627451,0.6627451,0.6627451,0.6627451,0.6627451,0.6627451,0.3019608,0.3019608,0.2156863,0.05882353
0.05882353,0.05882353,0.05882353,0.8627451,0.8392157,0.8470588,0.8588235,0.8039216,0.8196079,0.7372549,0.7372549,0.2156863,0.1647059,0.2666667,0.2666667,0.6235294,0.6745098,0.6745098,0.5686275,0.6352941,0.6470588,0.6980392,0.6666667,0.6509804,0.6509804,0.6509804,0.6509804,0.6509804,0.1882353,0.02352941
0.02352941,0.02352941,0.02352941,0.7333333,0.8666667,0.8196079,0.7686275,0.772549,0.8,0.6980392,0.6980392,0.6980392,0.1882353,0.1882353,0.1882353,0.6117647,0.6745098,0.6196079,0.5764706,0.5686275,0.6745098,0.7254902,0.6392157,0.5960785,0.5960785,0.5960785,0.5960785,0.5960785,0.1254902,0.01176471
